########Default mode########
2015-12-08 11:56:36 2490 null
2015-12-08 11:56:36 2490 null
2015-12-08 11:56:36 2490 null
########Default mode########
2015-12-08 11:57:08 5810 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:08 6430 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:08 6430 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:08 6430 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:08 7030 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:08 7030 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:08 7030 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:08 7660 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:08 7660 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:08 7660 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:08 8270 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:08 8270 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:08 8270 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:08 8880 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:08 8880 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:08 8880 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:08 9500 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:08 9500 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:08 9500 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:09 0110 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:09 0110 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:09 0110 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:09 0720 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:09 0720 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:09 0720 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:09 1340 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:09 1340 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:09 1340 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:09 1950 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:09 1950 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:09 1950 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:09 2560 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:09 2560 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:09 2560 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:09 3180 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:09 3180 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:09 3180 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:09 3790 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:09 3790 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:09 3790 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:09 4410 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:09 4410 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:09 4410 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:09 5020 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:09 5020 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:09 5020 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:09 5630 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:09 5630 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:09 5630 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:09 6230 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:09 6230 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:09 6230 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:09 6840 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:09 6840 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:09 6840 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:09 7450 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:09 7450 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:09 7450 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:09 8060 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:09 8060 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:09 8060 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:09 8660 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:09 8660 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:09 8660 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:09 9270 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:09 9270 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:09 9270 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:09 9890 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:09 9890 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:09 9890 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:10 0490 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:10 0490 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:10 0490 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:10 1100 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:10 1100 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:10 1100 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:10 1710 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:10 1710 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:10 1710 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:10 2310 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:10 2310 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:10 2310 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:10 2910 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:10 2910 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:10 2910 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:10 3520 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:10 3520 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:10 3520 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:10 4130 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:10 4130 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:10 4130 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:10 4740 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:10 4740 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:10 4740 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:10 5350 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:10 5350 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:10 5350 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:10 5960 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:10 5960 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:10 5960 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:10 6590 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:10 6590 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:10 6590 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:10 7190 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:10 7190 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:10 7190 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:10 7800 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:10 7800 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:10 7800 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:10 8410 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:10 8410 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:10 8410 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:10 9030 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:10 9030 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:10 9030 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:10 9630 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:10 9630 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:10 9630 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:11 0250 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:11 0250 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:11 0250 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:11 0870 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:11 0870 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:11 0870 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:11 1480 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:11 1480 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:11 1480 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:11 2080 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:11 2080 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:11 2080 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:11 2680 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:11 2680 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:11 2680 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:11 3290 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:11 3290 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:11 3290 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:11 3890 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:11 3890 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:11 3890 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:11 4510 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:11 4510 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:11 4510 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:11 5130 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:11 5130 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:11 5130 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:11 5750 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:11 5750 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:11 5750 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:11 6360 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:11 6360 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:11 6360 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:11 6970 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:11 6970 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:11 6970 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:11 7580 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:11 7580 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:11 7580 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:11 8190 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:11 8190 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:11 8190 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:11 8800 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:11 8800 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:11 8800 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:11 9420 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:11 9420 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:11 9420 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:12 0040 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:12 0040 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:12 0040 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:12 0660 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:12 0660 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:12 0660 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:12 1270 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:12 1270 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:12 1270 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:12 1870 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:12 1870 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:12 1870 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:12 2470 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:12 2470 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:12 2470 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:12 3080 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:12 3080 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:12 3080 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:12 3690 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:12 3690 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:12 3690 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:12 4300 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:12 4300 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:12 4300 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:12 4920 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:12 4920 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:12 4920 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:12 5530 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:12 5530 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:12 5530 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:12 6130 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:12 6130 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:12 6130 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:12 6740 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:12 6740 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:12 6740 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:12 7350 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:12 7350 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:12 7350 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:12 7960 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:12 7960 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:12 7960 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:12 8570 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:12 8570 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:12 8570 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:12 9180 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:12 9180 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:12 9180 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:12 9790 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:12 9790 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:12 9790 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:13 0400 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:13 0400 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:13 0400 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:13 1010 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:13 1010 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:13 1010 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:13 1610 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:13 1610 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:13 1610 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:13 2220 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:13 2220 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:13 2220 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:13 2830 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:13 2830 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:13 2830 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:13 3440 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:13 3440 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:13 3440 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:13 4040 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:13 4040 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:13 4040 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:13 4650 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:13 4650 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:13 4650 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:13 5260 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
2015-12-08 11:57:13 5260 ACCELEROMETER 513275548639310  x:0.814476 y:2.515188 z:8.669805
2015-12-08 11:57:13 5260 GRAVITY 15818009736738405  x:-0.057935655 y:3.2442598 z:9.254287
###########static mode###########
2015-12-08 11:57:13 5890 GYROSCOPE 513275548639310  x:-0.125763 y:-0.234432 z:-0.28083
